Étiquettes de lignes;freqlemfilms2;nblettres;nbphons;old20;pld20
sofas;4.77;5;4;1.9;1.45
soixantaine;0.42;11;8;4.15;2.85
solidaire;2.17;9;7;2.65;2.3
solidaires;2.17;10;7;2.6;2.3
solidité;0.65;8;8;2.65;2.3
sommaire;0.77;16;10;5.2;3.1
sommaires;0.77;18;10;5.4;3.1
sommait;3.17;7;4;1.75;1
sommé;3.17;5;4;1.65;1.2
sommée;3.17;6;4;1.7;1.2
somment;3.17;7;3;1.75;1.2
sommer;3.17;6;4;1.65;1.2
sommés;3.17;6;4;1.7;1.2
sommons;3.17;7;4;1.95;1.4
somnambule;3.29;20;16;7.3;7
somnambules;3.29;22;16;7.8;7
sondait;3.31;7;4;1.6;1.25
sondant;3.31;7;4;1.65;1.35
sonde;9.62;10;6;2.2;2
sondé;3.41;15;12;4.35;3.45
sondée;3.41;18;12;4.5;3.45
sondent;3.31;7;3;1.6;1
sonder;3.31;6;4;1.35;1.15
sondez;3.31;6;4;1.55;1.15
songeur;0.26;7;5;1.75;1.85
songeuse;0.26;16;10;3.7;3.8
sonorité;0.29;8;8;2.55;2.5
sonorités;0.29;9;8;2.7;2.5
soufflet;0.47;8;5;1.6;1.4
soufflets;0.47;9;5;1.8;1.4
souffrante;6.47;10;6;2.1;1.85
souffrants;6.47;10;5;2.05;1.55
soufre;2.39;12;8;3.7;3
soûle;19.09;10;6;3.1;2
soupçonneuse;1.25;12;8;3;2.5
soupçonneux;1.25;11;7;2.65;2.15
soupesant;0.34;9;6;2.5;2.4
soupèse;0.34;7;5;2.25;1.9
soupesé;0.34;7;6;1.8;2.3
soupeser;0.34;8;6;2.35;2.3
soupesez;0.34;8;6;2.25;2.3
sous-marine;4.47;11;7;3;2.6
sous-marines;4.47;12;7;3.15;2.6
spécialisant;4.05;12;10;3.1;2.8
spécialiser;4.05;11;10;2.5;2.6
spectaculaire;3.88;13;11;4.25;4.35
spectaculaires;3.88;14;11;4.4;4.35
sperme;8.47;6;5;1.9;1.95
spermes;8.47;7;5;1.9;1.95
stable;10.09;6;5;1.75;1.7
stables;10.09;7;5;1.75;1.7
stage;6.16;5;4;1.6;1.5
stages;6.16;6;4;1.75;1.5
stagnait;0.59;8;6;2.3;2.25
stagne;0.59;6;5;1.75;1.8
stagné;0.59;6;6;2;2.25
stagnent;0.59;8;5;2.15;1.8
stagner;0.59;7;6;1.9;2.25
stalinien;0.53;18;16;6.3;6
staliniens;0.53;20;16;6.5;6
statistique;6.24;22;18;6.3;5.6
statistiques;6.24;24;18;6.6;5.6
statuette;0.54;9;7;2.85;2.6
statuettes;0.54;10;7;2.85;2.6
statut;6.13;6;5;2.05;1.8
statuts;6.13;7;5;2.3;1.8
stimulant;8.38;27;21;6;4.65
strié;0.09;10;12;3.5;3.6
striée;0.09;12;12;3.5;3.6
striées;0.09;14;12;3.6;3.6
striés;0.09;12;12;3.5;3.6
stupéfia;0.98;8;8;2.5;2.9
stupéfie;0.98;8;7;2.2;2.55
stupéfié;0.98;8;8;2.35;2.65
stupéfiée;0.98;9;8;2.35;2.65
stupéfiées;0.98;10;8;2.5;2.65
stupéfient;0.98;10;7;2.6;2.55
stupéfier;0.98;9;8;2.45;2.65
stupéfiés;0.98;9;8;2.4;2.65
subjugua;0.88;8;7;2.95;2.9
subjugue;0.88;8;6;2.85;2.55
subjugué;0.88;8;7;2.85;2.55
subjuguée;0.88;9;7;2.95;2.55
subjuguer;0.88;9;7;2.95;2.55
subjugues;0.88;9;6;2.9;2.55
subjugués;0.88;9;7;2.95;2.55
subordonné;1.36;30;27;8.4;8.25
subordonnés;1.36;33;27;8.55;8.25
subtilité;0.97;9;9;2.4;2.55
subtilités;0.97;10;9;2.5;2.55
sucrait;1.9;7;5;1.8;1.45
sucrent;1.9;7;4;1.8;1.55
sucrer;1.9;6;5;1.75;1.7
suintaient;0.96;10;5;2.2;1.75
suintait;0.96;8;5;1.95;1.75
suinte;0.96;6;4;1.6;1.55
suinté;0.96;6;5;1.8;1.65
suintent;0.96;8;4;1.95;1.55
suinter;0.96;7;5;1.95;1.65
superficiel;5.71;11;11;3.5;4.1
superficielle;5.71;13;11;4.15;4.1
superficielles;5.71;14;11;4.4;4.1
superficiels;5.71;12;11;3.85;4.1
superflu;3.6;16;16;6.3;6.7
superflue;2.94;9;8;3.25;3.35
superflues;2.94;10;8;3.45;3.35
superflus;3.6;18;16;6.4;6.7
supermarché;12.19;11;10;4.45;3.9
supermarchés;12.19;12;10;4.65;3.9
superstitieuse;2.75;28;24;9.6;8.7
superstitieuses;2.75;30;24;10.1;8.7
superstitieux;2.75;26;22;9.7;7.9
superstition;6.11;12;11;3.85;3.65
superstitions;6.11;13;11;3.75;3.65
supplication;0.33;12;10;3.05;2.55
supplications;0.33;13;10;3.25;2.55
supportable;1.73;11;9;3.05;2.7
supportables;1.73;12;9;3.3;2.7
supporters;6.07;10;8;1.95;2
supposition;4.1;11;9;2.75;2.65
suppositions;4.1;12;9;2.7;2.65
surhumain;1.71;18;12;6.5;5
surnaturelle;3.38;12;10;4.05;3.7
surnaturelles;3.38;13;10;4.25;3.7
surnaturels;3.38;11;10;3.4;3.7
survie;11.64;6;5;1.6;1.6
survola;5.38;7;7;2.15;2.1
survolaient;5.38;11;7;2.7;1.85
survolais;5.38;9;7;2.45;1.85
survolait;5.38;9;7;2.4;1.85
survolant;5.38;9;7;2.4;2.1
survole;5.38;7;6;1.65;2
survolé;5.38;7;7;1.95;1.9
survolée;5.38;8;7;2;1.9
survolent;5.38;9;6;2.45;2
survoler;5.38;8;7;2.05;1.9
survolions;5.38;10;8;2.8;2.4
survolons;5.38;9;7;2.5;2.1
susurrait;0.22;9;6;2.6;1.65
susurrant;0.22;9;6;2.55;1.6
susurre;0.22;7;5;2.15;1.4
susurré;0.22;7;6;2.3;1.65
susurrées;0.22;9;6;2.6;1.65
susurrent;0.22;9;5;2.6;1.4
susurrer;0.22;8;6;2.3;1.65
symbolisaient;2.65;13;8;3.65;2.25
symbolisait;2.65;11;8;2.8;2.25
symbolisant;2.65;22;16;5.7;4.5
symbolise;2.65;9;7;2.05;2.25
symbolisé;2.65;9;8;2.45;2.3
symbolisée;2.65;10;8;2.35;2.3
symbolisent;2.65;11;7;2.75;2.25
symboliser;2.65;10;8;2.35;2.3
symbolisés;2.65;10;8;2.7;2.3
symphonie;1.63;9;6;2.9;2.55
symphonies;1.63;10;6;3.45;2.55
symptôme;11.64;8;6;3.55;2.8
symptômes;11.64;9;6;3.65;2.8
tabou;2.29;10;8;3.6;3.5
tabous;2.29;12;8;3.5;3.5
tac;3.21;3;3;1;1
tacite;0.58;6;5;1.95;1.95
tacites;0.58;7;5;1.95;1.95
tacs;3.21;4;3;1.15;1
tact;2.68;4;4;1.65;1.3
tambourinais;0.66;12;8;2.85;2.35
tambourinait;0.66;12;8;2.8;2.35
tambourinant;0.66;12;8;2.8;2.35
tambourine;0.66;10;7;2.3;2.25
tambouriné;0.66;10;8;2.7;2.4
tambourinée;0.66;11;8;2.85;2.4
tambourinent;0.66;12;7;2.8;2.25
tambouriner;0.66;11;8;2.85;2.4
tanière;2.06;7;6;1.75;1.65
tanières;2.06;8;6;1.75;1.65
tank;8.41;4;3;1.75;1.15
tanks;8.41;5;3;1.85;1.15
tanné;2.32;10;8;3.1;2
tannée;2.5;18;12;4.8;3
tannées;2.5;21;12;5.25;3
tannés;2.32;12;8;3.4;2
tapage;1.53;6;5;1.95;1.7
tapages;1.53;7;5;1.95;1.7
tapin;2.31;5;4;1.2;1.25
tapins;2.31;6;4;1.45;1.25
taquinaient;5.24;11;6;2.75;1.65
taquinais;5.24;9;6;2.6;1.65
taquinait;5.24;9;6;2.5;1.65
taquinant;5.24;9;6;2.55;1.75
taquiné;5.24;7;6;2.15;1.75
taquinent;5.24;9;5;2.45;1.7
taquiner;5.24;8;6;2.25;1.75
tare;1.56;4;3;1;1
tares;7.64;10;6;2;2
tarif;6.26;5;5;1.6;1.7
tarifs;6.26;6;5;1.75;1.7
tarir;1.83;5;5;1.55;1.55
tarirent;1.83;8;5;2;1.55
tarissent;1.83;9;5;1.8;1.35
tarit;1.83;5;4;1.5;1
tatoué;5.83;12;10;3.5;3.5
tatouée;5.83;14;10;3.9;3.5
tatouées;5.83;16;10;4.3;3.5
tatoués;5.83;14;10;3.9;3.5
taulier;0.95;7;5;1.9;1.75
taulière;0.95;8;6;2.2;1.85
tauliers;0.95;8;5;2.05;1.75
taupe;6.89;10;6;3.3;2.6
taupes;6.6;6;3;1.8;1.3
taxe;6.53;8;8;2.7;2
taxes;6.53;10;8;2.9;2
technicien;6.89;20;16;6.9;6
technicienne;6.89;24;18;7.9;6.4
techniciens;6.89;22;16;7.1;6
tee-shirt;3.19;9;6;4.45;2.7
tee-shirts;3.19;10;6;4.55;2.7
teignait;3.71;8;4;1.6;1.3
teigne;4.93;12;6;3.5;2
teignent;3.71;8;3;1.7;1
teindrait;3.71;9;5;1.7;1.4
teindre;3.71;7;4;1.65;1.35
teins;3.71;5;2;1.5;1
télégraphiai;1.23;12;10;2.4;2.7
télégraphié;1.23;11;10;2.5;2.6
télégraphier;1.23;12;10;2.3;2.6
télégraphierai;1.23;14;11;3.25;3.65
télégraphiez;1.23;12;10;2.35;2.6
tempéré;0.59;14;12;4.3;3.7
tempérée;0.59;16;12;4.6;3.7
tempérées;0.59;18;12;5;3.7
templier;0.35;8;7;2.25;2.2
templiers;0.35;9;6;2.65;2.25
tenante;0.88;7;5;1.85;1.8
ténu;0.4;4;4;1.85;1.85
ténue;0.4;5;4;1.8;1.85
ténues;0.4;6;4;1.85;1.85
ténus;0.4;5;4;1.7;1.85
terminus;3.3;8;8;1.95;2.2
terrassa;2.48;8;6;2.25;1.7
terrassé;2.48;8;6;2.25;1.6
terrassée;2.48;9;6;2.2;1.6
terrasser;2.48;9;6;2.2;1.6
terrassés;2.48;9;6;2.3;1.6
terre-plein;0.2;11;6;4.55;2.55
terreuse;0.53;8;5;1.9;1.8
terreuses;0.53;9;5;2.05;1.8
terreux;0.53;7;4;1.85;1.2
terrifia;8.49;8;7;2.4;2.15
terrifiaient;8.49;12;7;2.75;2
terrifiait;8.49;10;7;2.45;2
terrifie;8.49;8;6;2.05;2
terrifient;8.49;10;6;2.4;2
terrifier;8.49;9;7;2.3;1.75
terrorisa;7.82;9;8;2.35;2.25
terrorisaient;7.82;13;8;3.35;2.15
terrorisait;7.82;11;8;2.55;2.15
terrorisant;7.85;22;16;5;4.4
terrorise;7.82;9;7;1.9;2.1
terrorisent;7.82;11;7;2.4;2.1
terroriser;7.82;10;8;2.1;1.95
terrorises;7.82;10;7;2;2.1
test;55.38;4;4;1.5;1
tests;55.38;5;4;1.65;1
téta;1.71;4;4;1.75;1.3
tétaient;1.71;8;4;1.85;1.4
tétais;1.71;6;4;1.8;1.4
tétait;1.71;6;4;1.75;1.4
tétant;1.71;6;4;1.8;1.35
tète;1.71;4;3;1.85;1
tété;1.71;4;4;1.65;1
téter;1.71;5;4;1.85;1
thermomètre;1.43;11;9;3.9;3.1
thermomètres;1.43;12;9;4.2;3.1
thune;4.63;5;3;1.85;1
thunes;4.63;6;3;1.85;1
tien;27.51;8;6;3.1;3.1
tif;1.71;3;3;1.4;1
tifs;1.71;4;3;1.65;1
tignasse;0.89;8;5;2.45;1.9
tignasses;0.89;9;5;2.6;1.9
tirage;3.76;6;5;1.65;1.4
tirages;3.76;7;5;1.8;1.4
tisane;2.86;6;5;1.85;1.8
tisanes;2.86;7;5;1.95;1.8
toast;16.3;5;4;1.9;1.85
toasts;16.3;6;4;2;1.85
tolérance;3.03;9;7;2.6;2.1
tonitruant;0.3;20;16;4.9;5.8
tonna;1.94;5;4;1.65;1.15
tonnaient;1.94;9;4;1.8;1
tonnait;1.94;7;4;1.65;1
tonnant;2.08;14;8;3.1;2.3
tonné;1.94;5;4;1.7;1
tonnent;1.94;7;3;1.7;1.15
tonner;1.94;6;4;1.6;1
torchais;3.2;8;5;1.85;1.6
torchait;3.2;8;5;1.85;1.6
torchant;3.2;8;5;1.85;1.65
torché;3.2;6;5;1.75;1.55
torchée;3.2;7;5;1.75;1.55
torchent;3.2;8;4;1.9;1.3
torcher;3.2;7;5;1.75;1.55
torcherais;3.2;10;7;2.25;1.95
torcheras;3.2;9;7;2.1;1.95
torchés;3.2;7;5;1.7;1.55
torride;1.96;7;5;2.1;1.8
torrides;1.96;8;5;2.3;1.8
tors;0.67;4;3;1;1
touffu;1.01;6;4;1.85;1.8
touffue;1.01;7;4;1.8;1.8
touffues;1.01;8;4;1.9;1.8
touffus;1.01;7;4;1.9;1.8
tourbillonnaient;1.16;16;9;3.3;2.8
tourbillonnait;1.16;14;9;2.8;2.8
tourbillonne;1.16;12;8;2.7;2.75
tourbillonnent;1.16;14;8;2.6;2.75
tourbillonner;1.16;13;9;3;2.75
tourisme;2.98;8;6;2.65;2.05
toussoté;0.14;8;6;2.6;1.75
toussoter;0.14;9;6;2.5;1.75
tout-puissant;10.02;26;14;8.9;5.4
tout-puissants;10.02;28;14;9.1;5.4
tracas;1.43;6;5;1.75;1.2
tracassaient;10.37;12;7;2.45;1.65
tracassait;10.37;10;7;2.2;1.65
tracasse;10.37;8;6;1.65;1.6
tracassé;10.37;8;7;1.8;1.65
tracassée;10.37;9;7;1.85;1.65
tracassent;10.37;10;6;2;1.6
tracasser;10.37;9;7;1.7;1.65
tracasses;10.37;9;6;1.8;1.6
tracassez;10.37;9;7;1.85;1.65
traînants;0.05;9;5;2.35;1.15
traîneau;2.37;8;5;2.3;1.65
traîneaux;2.37;9;5;2.8;1.65
trairait;3.69;8;5;1.85;1.4
traire;3.69;6;4;1.6;1
tranchante;2.54;10;6;2.5;1.95
tranchantes;2.54;11;6;2.75;1.95
transe;2.49;6;4;1.8;1.45
transes;2.49;7;4;1.85;1.45
transféraient;18.4;13;8;2.85;1.8
transférais;18.4;11;8;2.55;1.8
transférait;18.4;11;8;2.5;1.8
transférant;18.4;11;8;2.55;1.95
transfère;18.4;9;7;2.45;2
transféré;18.4;9;8;2.3;1.8
transférée;18.4;10;8;2.25;1.8
transférées;18.4;11;8;2.35;1.8
transférer;18.4;10;8;2.1;1.8
transférèrent;18.4;13;9;3.1;2.25
transférés;18.4;10;8;2.3;1.8
transfigurant;0.28;13;10;2.85;3.05
transfigure;0.28;11;9;2.45;2.65
transfiguré;0.28;11;10;2.65;2.9
transfigurée;0.28;12;10;2.8;2.9
transfigurés;0.28;12;10;2.9;2.9
transformation;4.48;14;12;3.35;3.25
transformations;4.48;15;12;3.5;3.25
transistor;1;10;9;3.15;3.4
transistors;1;11;9;3.4;3.4
transit;2.01;21;17;4.65;5.15
translucide;0.84;11;9;3.8;3.85
translucides;0.84;12;9;3.9;3.85
travesti;3.4;24;24;7.35;7.95
travestis;3.4;27;24;7.05;7.95
trèfle;3.52;6;5;2.4;2
trèfles;3.52;7;5;2.5;2
tremblotait;0.09;11;8;2.65;2.4
tremblotent;0.09;11;7;2.35;2.1
trembloter;0.09;10;8;2.7;2.35
tressautait;0.03;11;7;2.8;2
tressaute;0.03;9;6;2.25;1.85
tressauter;0.03;10;7;2.55;2.05
tresses;1.83;7;4;1.7;1
trimestre;2.5;9;8;2.8;2.9
trimestres;2.5;10;8;3.2;2.9
tringle;1.2;14;10;3.5;3.6
tringles;1.2;16;10;3.6;3.6
trio;2.74;4;5;1.5;1.35
trios;2.74;5;5;1.75;1.35
triporteur;0.12;10;9;2.7;2.8
triporteurs;0.12;11;9;3.15;2.8
trique;3;12;8;3;2
triques;2.73;7;4;1.65;1
trituraient;0.25;11;7;2.65;1.75
triturais;0.25;9;7;2.4;1.75
triturait;0.25;9;7;2.25;1.75
triture;0.25;7;6;1.7;1.7
trituré;0.25;7;7;1.95;1.95
triturée;0.25;8;7;2.25;1.95
triturent;0.25;9;6;2.4;1.7
triturer;0.25;8;7;1.9;1.95
trompeur;3.26;16;12;3.7;3.7
trompeurs;3.26;18;12;4.3;3.7
trompeuse;3.1;9;6;2.45;2
trompeuses;3.1;10;6;2.6;2
trophée;7.02;7;5;2.05;1.7
trophées;7.02;8;5;2.25;1.7
troqua;1.64;6;5;1.6;1.3
troquait;1.64;8;5;1.6;1.3
troquant;1.64;8;5;1.7;1.45
troque;1.64;6;4;1.3;1.15
troqué;1.64;6;5;1.5;1.2
troquée;1.64;7;5;1.5;1.2
troquées;1.64;8;5;1.6;1.2
troquer;1.64;7;5;1.4;1.2
troquèrent;1.64;10;6;2.2;1.75
troqués;1.64;7;5;1.5;1.2
troquez;1.64;7;5;1.6;1.2
trousseau;2.14;9;5;2.45;1.65
trousseaux;2.14;10;5;2.6;1.65
truffes;2.65;7;4;1.75;1.65
truqué;6.22;12;10;3.4;2.9
truquée;6.22;14;10;3.4;2.9
truquées;6.22;16;10;3.6;2.9
truqués;6.22;14;10;3.5;2.9
tumultueuse;1.13;11;9;3.8;3.85
tumultueuses;1.13;12;9;4.05;3.85
tumultueux;1.13;10;8;3.95;3.5
tympan;1.25;6;4;2.35;1.85
tympans;1.25;7;4;2.65;1.85
tyran;7.79;5;4;1.95;1.1
tyrans;7.79;6;4;1.9;1.1
unanime;2.18;7;6;2.5;2.45
unanimes;2.18;8;6;2.7;2.45
unisson;0.81;7;5;2.1;1.65
universitaire;4.55;26;22;9.2;8.7
universitaires;4.55;28;22;9.7;8.7
urbain;3.06;6;4;2.3;1.95
urbaine;3.06;7;5;2.3;2
urbaines;3.06;8;5;2.45;2
urbains;3.06;7;4;2.3;1.95
ustensile;1.32;9;7;3.45;2.95
ustensiles;1.32;10;7;3.65;2.95
vacant;1.68;6;4;1.85;1.4
vacante;1.68;7;5;1.8;1.75
vacantes;1.68;8;5;1.85;1.75
vacants;1.68;7;4;1.85;1.4
vaccin;6.54;6;5;2.25;2
vaccins;6.54;7;5;2.2;2
vacillante;0.28;10;7;2.2;2.25
vacillantes;0.28;11;7;2.5;2.25
vacillants;0.28;10;6;2.2;1.7
val;3.61;3;3;1.2;1
vals;3.61;4;3;1.25;1
valsait;1.93;7;5;1.85;1.65
valsant;1.93;7;5;1.85;1.7
valsé;1.93;5;5;1.8;1.5
valsent;1.93;7;4;1.9;1.3
valser;1.93;6;5;1.7;1.5
valsèrent;1.93;9;6;2;1.9
valsez;1.93;6;5;1.75;1.5
vanna;1.32;5;4;1.7;1.15
vanné;1.56;10;8;3.2;2
vannée;1.56;12;8;3.3;2
vanner;1.32;6;4;1.55;1
vaporeuse;0.21;9;7;2.7;2.4
vaporeux;0.21;8;6;2.85;2.5
vassal;2.24;6;5;1.95;1.95
vassaux;2.24;7;4;2.6;1.65
vautour;5.89;7;5;2.1;1.85
vautours;5.89;8;5;2.35;1.85
véhémence;0.31;9;6;3.15;2.7
véhément;0.29;8;5;2.65;1.9
véhémente;0.29;9;6;2.85;2.6
veloutée;0.39;16;12;4.8;3.8
veloutées;0.39;18;12;5.1;3.8
vénéraient;5.86;10;6;2.55;1.75
vénérais;5.86;8;6;2.2;1.75
vénérait;5.86;8;6;2.2;1.75
vénérant;5.86;8;6;2.15;1.7
vénère;5.86;6;5;1.9;1.8
vénèrent;5.86;8;5;2;1.8
vénérer;5.86;7;6;1.9;1.75
vénères;5.86;7;5;1.9;1.8
vénérions;5.86;9;7;2.65;2.4
vengeur;2.81;14;10;3.6;3.5
vengeurs;2.81;16;10;3.7;3.5
ventouse;0.69;8;5;2;1.75
ventouses;0.69;9;5;2.3;1.75
ver;10.23;6;6;3.2;2
verdict;8.63;7;7;2.3;2.5
verdicts;8.63;8;7;2.7;2.5
verge;0.81;5;4;1.25;1.15
verges;0.81;6;4;1.3;1.15
véritablement;2.03;13;11;3.8;3.7
vermeil;1.92;14;12;5.7;4.1
vermine;7.31;7;6;1.8;1.8
vermines;7.31;8;6;1.85;1.8
verrière;0.42;16;12;4.1;3.5
verrouillé;10.67;20;12;4.4;3.4
verrouillée;10.67;22;12;4.5;3.4
verrouillées;10.67;24;12;4.8;3.4
verrouillés;10.67;22;12;4.6;3.4
verset;2.46;6;5;1.65;1.2
versets;2.46;7;5;1.9;1.2
vétérinaire;6.02;22;18;7.7;7.2
vétérinaires;6.02;24;18;8.3;7.2
via;6.53;3;3;1.2;1.2
vigilant;4.85;16;12;4.8;4.2
vigilante;4.61;9;7;2.55;2.65
vigilantes;4.61;10;7;2.6;2.65
vigilants;4.61;9;6;2.6;2.1
villageois;5.15;20;14;7;5.7
villageoise;5.15;22;16;8.6;7.3
villageoises;5.15;24;16;9.2;7.3
vinaigre;2.92;16;12;4.9;4.6
vingt-huit;0.97;10;6;4.4;2.8
vingt-sept;0.67;10;6;4.4;2.6
vioque;0.79;12;8;3.8;3.9
vioques;0.79;14;8;3.9;3.9
vipère;4.84;6;5;1.95;1.7
vipères;4.84;7;5;1.95;1.7
virgule;4.69;7;6;2.6;2.7
virgules;4.69;8;6;2.6;2.7
vitreuses;0.34;9;6;2.25;1.85
vitreux;0.34;7;5;2;1.75
vivace;0.52;6;5;1.95;1.9
vivaces;0.52;7;5;2;1.9
vociférant;0.63;20;16;5.3;5.9
voilier;1.94;7;6;1.9;1.8
voiliers;1.94;8;6;2.2;1.8
volcan;5.5;6;5;2.4;1.95
volcans;5.5;7;5;2.55;1.95
voltigé;1.4;7;7;2.6;2.3
voltigeant;1.4;10;7;2.65;2.25
voltigent;1.4;9;6;2.35;1.75
voltiger;1.4;8;7;2.2;2.3
voltigeur;0.15;9;8;2.65;2.85
voltigeurs;0.15;10;8;3.1;2.85
volubile;0.07;8;7;2.75;2.75
volubiles;0.07;9;7;2.7;2.75
volumineuse;0.37;11;9;3.3;3.5
volumineuses;0.37;12;9;3.6;3.5
volumineux;0.37;10;8;3.45;3
vôtres;12.48;12;8;3.7;2.3
voûter;0.18;6;4;1.7;1.1
vrac;1.17;4;4;1.7;1.65
vraisemblable;0.89;13;10;4.1;3.9
vraisemblablement;1.39;17;13;5.55;5.1
vrille;0.85;12;8;2.9;3.2
vrilles;0.85;14;8;3;3.2
vulgarité;1.75;9;9;3.4;3.55
vulgarités;1.75;10;9;3.6;3.55
yacht;6.95;5;3;1.95;1.2
yachts;6.95;6;3;1.95;1.2
yaourt;3.58;6;5;2.7;2.25
yaourts;3.58;7;5;2.7;2.25
zef;0.01;3;3;1.85;1.65
zigzaguait;0.82;10;7;3;2.75
zigzaguant;0.82;10;7;2.8;2.8
zigzague;0.82;8;6;2.5;2.4
zigzagué;0.82;8;7;2.85;2.7
zigzaguent;0.82;10;6;2.95;2.4
zigzaguer;0.82;9;7;3.05;2.7
